Sequence	Candidate for	Resistance_to	Reference	MGS_DANOIS	isPhage	MGS_SIZE	superkingdom	phylum	class	order	family	genus	species	COG/NOG/KOG_v3	Functional category_v3	Annotation_eggNOG_v3
MC3.MG316.AS1.GP1.C6806.G2	tetM	tetracyclines	OtrA_CAA37477_1	678	-	2593	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:678	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG319.AS1.GP1.C17197.G5	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG319.AS1.GP1.C49820.G1	tetM	tetracyclines	TetBP_AAA20117_1	275	-	2599	Bacteria	Firmicutes						bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG319.AS1.GP1.C51502.G1	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG319.AS1.GP1.C64381.G98	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides pectinophilus CAG:437	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG32.AS1.GP1.C2367.G4	tetM	tetracyclines	TetT_AAF01499_1L42544_1	279	-	2318	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales				bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG32.AS1.GP1.C29568.G5	tetM	tetracyclines	MGTETM_KF629399_1	269	-	1647	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:269	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG32.AS1.GP1.C31438.G5	tetM	tetracyclines	TetT_AAF01499_1L42544_1	611	-	1264	Bacteria	Firmicutes	Clostridia					bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG32.AS1.GP1.C6934.G1	tetM	tetracyclines	MGTETM_KF629195_1	259	-	2443	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus DSM 2876	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG32.AS1.GP1.C9733.G1	tetM	tetracyclines	TetQ_AAB51122_1	611	-	1264	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma sp. CAG:611	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG320.AS1.GP1.C17485.G3	tetM	tetracyclines	MGTETM_KF628682_1	147	-	3500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG320.AS1.GP1.C25681.G2	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia	bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG320.AS1.GP1.C32625.G2	tetM	tetracyclines	MGTETM_KF629327_1	358	-	3325	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG320.AS1.GP1.C37197.G1	tetM	tetracyclines	MGTETM_KF630031_1	26	-	7523	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG320.AS1.GP1.C4340.G3	tetM	tetracyclines	MGTETM_KF629399_1	375	-	2404	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium dolichum CAG:375	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG320.AS1.GP1.C5443.G2	tetM	tetracyclines	MGTETM_KF629399_1	147	-	3500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica CAG:147	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG320.AS1.GP1.C6872.G3	tetM	tetracyclines	MGTETM_KF628871_1	58	-	2924	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:58	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG320.AS1.GP1.C6952.G3	tetM	tetracyclines	MGTETM_KF629327_1	58	-	2924	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:58	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG320.AS1.GP1.C9580.G1	tetM	tetracyclines	TetT_AAF01499_1L42544_1	26	-	7523	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG321.AS1.GP1.C10597.G4	tetM	tetracyclines	Tet36_CAD55718_1	-	-	-	Bacteria	Firmicutes	Clostridia					bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG321.AS1.GP1.C13733.G6	tetM	tetracyclines	MGTETM_KF628959_1	257	-	3061	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. CAG:257	bactNOG03814	Translation, ribosomal structure and biogenesis 	Selenocysteine-Specific translation elongation factor
MC3.MG321.AS1.GP1.C16266.G2	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:1013	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG321.AS1.GP1.C20915.G10	tetM	tetracyclines	MGTETM_KF626700_1	1013	-	2929	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:1013	bactNOG62725	Translation, ribosomal structure and biogenesis 	Protein involved in response to antibiotic
MC3.MG321.AS1.GP1.C22492.G2	tetM	tetracyclines	MGTETM_KF626700_1	27	-	2845	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostrididaceae	Clostridium	Clostridium leptum DSM 753	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG321.AS1.GP1.C22588.G2	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG321.AS1.GP1.C22775.G2	tetM	tetracyclines	MGTETM_KF628314_1	1	-	3522	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG321.AS1.GP1.C2517.G2	tetM	tetracyclines	Tet36_CAD55718_1	149	-	2966	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:149	bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG321.AS1.GP1.C2742.G43	tetM	tetracyclines	OtrA_CAA37477_1	58	-	2924								bactNOG03814	Translation, ribosomal structure and biogenesis 	Selenocysteine-Specific translation elongation factor
MC3.MG321.AS1.GP1.C31232.G3	tetM	tetracyclines	MGTETM_KF629327_1	27	-	2845	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium leptum CAG:27	bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG321.AS1.GP1.C31239.G5	tetM	tetracyclines	MGTETM_KF630147_1	27	-	2845	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium leptum CAG:27	bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG321.AS1.GP1.C31478.G2	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG321.AS1.GP1.C33654.G3	tetM	tetracyclines	MGTETM_KF629973_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG321.AS1.GP1.C34384.G5	tetM	tetracyclines	Tet32_ABV82122_1	-	-	-	Bacteria	Firmicutes	Erysipelotrichia					bactNOG10747	Translation, ribosomal structure and biogenesis 	Tetracycline resistance protein
MC3.MG321.AS1.GP1.C3464.G1	tetM	tetracyclines	TetM_AAA26830_1	-	-	-	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis DSM 13280	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG321.AS1.GP1.C36631.G2	tetM	tetracyclines	MGTETM_KF629017_1	26	-	7523	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG321.AS1.GP1.C3739.G1	tetM	tetracyclines	MGTETM_KF629327_1	-	-	-	Bacteria	Firmicutes	Clostridia					bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG321.AS1.GP1.C39983.G4	tetM	tetracyclines	MGTETM_KF629399_1	27	-	2845	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium leptum CAG:27	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG321.AS1.GP1.C4091.G5	tetM	tetracyclines	MGTETM_KF628682_1	149	-	2966	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. M62/1	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG321.AS1.GP1.C40926.G2	tetM	tetracyclines	MGTETM_KF629399_1	149	-	2966	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:149	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG321.AS1.GP1.C41858.G3	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. M62/1	bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG321.AS1.GP1.C42237.G3	tetM	tetracyclines	TetBP_AAA20117_1	-	-	-	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG321.AS1.GP1.C43975.G1	tetM	tetracyclines	MGTETM_KF628682_1	410	-	3544	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae			bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG321.AS1.GP1.C571.G3	tetM	tetracyclines	MGTETM_KF629518_1	149	-	2966	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. M62/1	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG321.AS1.GP1.C628.G18	tetM	tetracyclines	MGTETM_KF629399_1	147	-	3500	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hydrogenotrophica	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG321.AS1.GP1.C6637.G1	tetM	tetracyclines	MGTETM_KF630031_1	410	-	3544	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG321.AS1.GP1.C7225.G2	tetM	tetracyclines	MGTETM_KF628682_1	461	-	3247	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG323.AS1.GP1.C62305.G1	tetM	tetracyclines	TetM_AAA26830_1	-	-	-	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella		bactNOG03814	Translation, ribosomal structure and biogenesis 	Selenocysteine-Specific translation elongation factor
MC3.MG324.AS1.GP1.C7155.G2	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG324.AS1.GP1.C7249.G6	tetM	tetracyclines	MGTETM_KF629399_1	1	-	3522	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG324.AS1.GP1.C7597.G2	tetM	tetracyclines	TetW_AAL09826_1	-	-	-	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp. CAG:398	bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG324.AS1.GP1.C7682.G8	tetM	tetracyclines	TetT_AAF01499_1L42544_1	1	-	3522	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA	bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG324.AS1.GP1.C9935.G1	tetM	tetracyclines	TetM_AAA26830_1	1	-	3522	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. 4_3_54A2FAA	bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG325.AS1.GP1.C1151.G5	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes						bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG325.AS1.GP1.C14781.G2	tetM	tetracyclines	OtrA_CAA37477_1	63	-	2294	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum		bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG325.AS1.GP1.C17881.G2	tetM	tetracyclines	TetT_AAF01499_1L42544_1	620	-	2041	Bacteria							bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG325.AS1.GP1.C27369.G4	tetM	tetracyclines	MGTETM_KF629242_1	398	-	2169	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp. CAG:398	bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG325.AS1.GP1.C27793.G6	tetM	tetracyclines	Tet32_ABV82122_1	542	-	2082	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus fermentans DSM 20731	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG325.AS1.GP1.C28284.G1	tetM	tetracyclines	TetT_AAF01499_1L42544_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG325.AS1.GP1.C35836.G5	tetM	tetracyclines	MGTETM_KF628314_1	-	-	-	Bacteria	Firmicutes						bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG325.AS1.GP1.C6068.G3	tetM	tetracyclines	TetT_AAF01499_1L42544_1	53	-	2049	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG327.AS1.GP1.C10326.G1	tetM	tetracyclines	MGTETM_KF629399_1	10	-	4505	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG327.AS1.GP1.C11902.G3	tetM	tetracyclines	MGTETM_KF627464_1	224	-	5134	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hathewayi DSM 13479	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG327.AS1.GP1.C13323.G6	tetM	tetracyclines	MGTETM_KF629399_1	64	-	4224	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae	Erysipelotrichaceae bacterium 21_3	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG327.AS1.GP1.C13450.G10	tetM	tetracyclines	TetT_AAF01499_1L42544_1	-	-	-	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG327.AS1.GP1.C15255.G110	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 3_2_56FAA	bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG327.AS1.GP1.C19226.G2	tetM	tetracyclines	TetW_AAL09826_1	64	-	4224	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG327.AS1.GP1.C19858.G3	tetM	tetracyclines	OtrA_CAA37477_1	-	-	-	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella buccae D17	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG327.AS1.GP1.C20368.G4	tetM	tetracyclines	MGTETM_KF626700_1	179	-	2736	Bacteria	Firmicutes	Clostridia	Clostridiales				bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG327.AS1.GP1.C23555.G10	tetM	tetracyclines	MGTETM_KF628314_1	276	-	3336	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 3_2_56FAA	bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG327.AS1.GP1.C23575.G4	tetM	tetracyclines	MGTETM_KF628682_1	10	-	4505	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG327.AS1.GP1.C27832.G10	tetM	tetracyclines	MGTETM_KF629039_1	276	-	3336	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 3_2_56FAA	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG327.AS1.GP1.C29311.G9	tetM	tetracyclines	MGTETM_KF629399_1	64	-	4224	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG327.AS1.GP1.C29421.G25	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium	actNOG02279	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG327.AS1.GP1.C33569.G4	tetM	tetracyclines	MGTETM_KF629399_1	112	-	2876	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Veillonella sp. 6_1_27	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG327.AS1.GP1.C4721.G2	tetM	tetracyclines	MGTETM_KF628682_1	224	-	5134	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hathewayi CAG:224	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG327.AS1.GP1.C699.G2	tetM	tetracyclines	MGTETM_KF629024_1	224	-	5134	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hathewayi DSM 13479	bactNOG02252	Translation, ribosomal structure and biogenesis 	Gtpase
MC3.MG327.AS1.GP1.C708.G3	tetM	tetracyclines	MGTETM_KF629518_1	224	-	5134	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium hathewayi DSM 13479	bactNOG01674	Signal transduction mechanisms 	Gtp-Binding protein
MC3.MG327.AS1.GP1.C8151.G1	tetM	tetracyclines	MGTETM_KF627030_1	10	-	4505	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila	bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
MC3.MG329.AS1.GP1.C18795.G1	tetM	tetracyclines	MGTETM_KF629399_1	66	-	3309	Bacteria	Firmicutes	Clostridia					bactNOG00398	Cell wall/membrane/envelope biogenesis 	Gtp-Binding protein LepA
MC3.MG330.AS1.GP1.C144.G4	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium		bactNOG01098	Translation, ribosomal structure and biogenesis 	This protein promotes the GTP-dependent translocation of the nascent protein chain from the A-site to the P-site of the ribosome
MC3.MG330.AS1.GP1.C2146.G3	tetM	tetracyclines	MGTETM_KF629399_1	-	-	-	Bacteria	Firmicutes	Clostridia					bactNOG03861	Translation, ribosomal structure and biogenesis 	Elongation factor G
